3.866365966796875000e+02;3.851097717285156250e+02;3.876830749511718750e+02;3.874355468750000000e+02;3.846940002441406250e+02;3.876792907714843750e+02;3.853551025390625000e+02;3.875804443359375000e+02;3.856975402832031250e+02;3.866656799316406250e+02;3.875815734863281250e+02;3.848858032226562500e+02;3.876349487304687500e+02;3.846459045410156250e+02;3.875044250488281250e+02;3.869439086914062500e+02;3.850625000000000000e+02;3.876621398925781250e+02;3.844616088867187500e+02;3.874695434570312500e+02;3.877022705078125000e+02;3.855727539062500000e+02;3.872077636718750000e+02;3.847789306640625000e+02;3.876902465820312500e+02;3.858952026367187500e+02;3.861041870117187500e+02;3.875387878417968750e+02;3.848680725097656250e+02;3.877026367187500000e+02;3.874603576660156250e+02;3.849463500976562500e+02;3.875586853027343750e+02;3.850629882812500000e+02;3.872669982910156250e+02;3.856876831054687500e+02;3.876041259765625000e+02;3.844670104980468750e+02;3.872402343750000000e+02;3.876946716308593750e+02;3.850383605957031250e+02;3.876818847656250000e+02;3.846483154296875000e+02;3.874849243164062500e+02;3.861980895996093750e+02;3.877025451660156250e+02;3.849873962402343750e+02;3.854107055664062500e+02;3.875659484863281250e+02;3.876565551757812500e+02;3.847506408691406250e+02;3.863850402832031250e+02;3.876169738769531250e+02;3.845148620605468750e+02;3.874729614257812500e+02;3.866867065429687500e+02;3.855153503417968750e+02;3.876986999511718750e+02;3.876099853515625000e+02;3.848179321289062500e+02;3.874990844726562500e+02;3.849776000976562500e+02;3.877018432617187500e+02;3.850709228515625000e+02;3.875733032226562500e+02;3.854814758300781250e+02;3.874669189453125000e+02;3.864867248535156250e+02;3.852183837890625000e+02;3.876692810058593750e+02;3.844412231445312500e+02;3.870902099609375000e+02;3.876997375488281250e+02;3.856349487304687500e+02;3.875544433593750000e+02;3.848750000000000000e+02;3.876887512207031250e+02;3.849561767578125000e+02;3.874769592285156250e+02;3.876968688964843750e+02;3.845536804199218750e+02;3.866915893554687500e+02;3.873135070800781250e+02;3.851665649414062500e+02;3.873349304199218750e+02;3.859985656738281250e+02;3.874677124023437500e+02;3.845684204101562500e+02;3.876157531738281250e+02;3.850473632812500000e+02;3.877022399902343750e+02;3.861638793945312500e+02;3.876713562011718750e+02;3.847244262695312500e+02;3.875144653320312500e+02;3.857058105468750000e+02;3.875878906250000000e+02;3.850584106445312500e+02;3.876987609863281250e+02;3.845628662109375000e+02
3.866335144042968750e+02;3.851066589355468750e+02;3.876799926757812500e+02;3.874324340820312500e+02;3.846908874511718750e+02;3.876762084960937500e+02;3.853519592285156250e+02;3.875773315429687500e+02;3.856944580078125000e+02;3.866625366210937500e+02;3.875785217285156250e+02;3.848826599121093750e+02;3.876318664550781250e+02;3.846427917480468750e+02;3.875013122558593750e+02;3.869408569335937500e+02;3.850593566894531250e+02;3.876590270996093750e+02;3.844585266113281250e+02;3.874664001464843750e+02;3.876991882324218750e+02;3.855696105957031250e+02;3.872046508789062500e+02;3.847758178710937500e+02;3.876871948242187500e+02;3.858920593261718750e+02;3.861011047363281250e+02;3.875356750488281250e+02;3.848649597167968750e+02;3.876995544433593750e+02;3.874572143554687500e+02;3.849432373046875000e+02;3.875555725097656250e+02;3.850598449707031250e+02;3.872639160156250000e+02;3.856845397949218750e+02;3.876010437011718750e+02;3.844639282226562500e+02;3.872370910644531250e+02;3.876916198730468750e+02;3.850352172851562500e+02;3.876788330078125000e+02;3.846452026367187500e+02;3.874817810058593750e+02;3.861949462890625000e+02;3.876994934082031250e+02;3.849842529296875000e+02;3.854076232910156250e+02;3.875628356933593750e+02;3.876534729003906250e+02;3.847475280761718750e+02;3.863818969726562500e+02;3.876139221191406250e+02;3.845117492675781250e+02;3.874698486328125000e+02;3.866836242675781250e+02;3.855122070312500000e+02;3.876956481933593750e+02;3.876068725585937500e+02;3.848147888183593750e+02;3.874959716796875000e+02;3.849744873046875000e+02;3.876987915039062500e+02;3.850677795410156250e+02;3.875701904296875000e+02;3.854783630371093750e+02;3.874638061523437500e+02;3.864836425781250000e+02;3.852152404785156250e+02;3.876661987304687500e+02;3.844381408691406250e+02;3.870870666503906250e+02;3.876966857910156250e+02;3.856318054199218750e+02;3.875513305664062500e+02;3.848719177246093750e+02;3.876856689453125000e+02;3.849530334472656250e+02;3.874738464355468750e+02;3.876938171386718750e+02;3.845505676269531250e+02;3.866884765625000000e+02;3.873104248046875000e+02;3.851634216308593750e+02;3.873318786621093750e+02;3.859954528808593750e+02;3.874645996093750000e+02;3.845653076171875000e+02;3.876126403808593750e+02;3.850442504882812500e+02;3.876991882324218750e+02;3.861607360839843750e+02;3.876682739257812500e+02;3.847212829589843750e+02;3.875113525390625000e+02;3.857026977539062500e+02;3.875847778320312500e+02;3.850552673339843750e+02;3.876957092285156250e+02;3.845597839355468750e+02
3.866341247558593750e+02;3.851072998046875000e+02;3.876806030273437500e+02;3.874330139160156250e+02;3.846915588378906250e+02;3.876768188476562500e+02;3.853526000976562500e+02;3.875779418945312500e+02;3.856950988769531250e+02;3.866631469726562500e+02;3.875791015625000000e+02;3.848833007812500000e+02;3.876324462890625000e+02;3.846434631347656250e+02;3.875019226074218750e+02;3.869414672851562500e+02;3.850599975585937500e+02;3.876596374511718750e+02;3.844591674804687500e+02;3.874670104980468750e+02;3.876997680664062500e+02;3.855702514648437500e+02;3.872052612304687500e+02;3.847764587402343750e+02;3.876877746582031250e+02;3.858927001953125000e+02;3.861017150878906250e+02;3.875362854003906250e+02;3.848656005859375000e+02;3.877001342773437500e+02;3.874578247070312500e+02;3.849438781738281250e+02;3.875561828613281250e+02;3.850604858398437500e+02;3.872645263671875000e+02;3.856851806640625000e+02;3.876016235351562500e+02;3.844645996093750000e+02;3.872377014160156250e+02;3.876921997070312500e+02;3.850358581542968750e+02;3.876794128417968750e+02;3.846458435058593750e+02;3.874823913574218750e+02;3.861955871582031250e+02;3.877000732421875000e+02;3.849848937988281250e+02;3.854082641601562500e+02;3.875634460449218750e+02;3.876540832519531250e+02;3.847481689453125000e+02;3.863825073242187500e+02;3.876145019531250000e+02;3.845124206542968750e+02;3.874704589843750000e+02;3.866842346191406250e+02;3.855128479003906250e+02;3.876962280273437500e+02;3.876074523925781250e+02;3.848154296875000000e+02;3.874965820312500000e+02;3.849751586914062500e+02;3.876993713378906250e+02;3.850684204101562500e+02;3.875708007812500000e+02;3.854790039062500000e+02;3.874644165039062500e+02;3.864842529296875000e+02;3.852158813476562500e+02;3.876667785644531250e+02;3.844388122558593750e+02;3.870876770019531250e+02;3.876972656250000000e+02;3.856324462890625000e+02;3.875519409179687500e+02;3.848725585937500000e+02;3.876862792968750000e+02;3.849536743164062500e+02;3.874744262695312500e+02;3.876943969726562500e+02;3.845512390136718750e+02;3.866890869140625000e+02;3.873110046386718750e+02;3.851640625000000000e+02;3.873324584960937500e+02;3.859960937500000000e+02;3.874651794433593750e+02;3.845659790039062500e+02;3.876132202148437500e+02;3.850448913574218750e+02;3.876997680664062500e+02;3.861613464355468750e+02;3.876688842773437500e+02;3.847219543457031250e+02;3.875119628906250000e+02;3.857033386230468750e+02;3.875853881835937500e+02;3.850559082031250000e+02;3.876962890625000000e+02;3.845604248046875000e+02
3.866335144042968750e+02;3.851066589355468750e+02;3.876799926757812500e+02;3.874324340820312500e+02;3.846909179687500000e+02;3.876762084960937500e+02;3.853519592285156250e+02;3.875773315429687500e+02;3.856944580078125000e+02;3.866625366210937500e+02;3.875784912109375000e+02;3.848826599121093750e+02;3.876318359375000000e+02;3.846428222656250000e+02;3.875013122558593750e+02;3.869408264160156250e+02;3.850593566894531250e+02;3.876590270996093750e+02;3.844585266113281250e+02;3.874664001464843750e+02;3.876991882324218750e+02;3.855696411132812500e+02;3.872046203613281250e+02;3.847758483886718750e+02;3.876871643066406250e+02;3.858920898437500000e+02;3.861011047363281250e+02;3.875356750488281250e+02;3.848649597167968750e+02;3.876995544433593750e+02;3.874572143554687500e+02;3.849432678222656250e+02;3.875555725097656250e+02;3.850598449707031250e+02;3.872639160156250000e+02;3.856845703125000000e+02;3.876010131835937500e+02;3.844639587402343750e+02;3.872370910644531250e+02;3.876915893554687500e+02;3.850352172851562500e+02;3.876788024902343750e+02;3.846452331542968750e+02;3.874817810058593750e+02;3.861949462890625000e+02;3.876994628906250000e+02;3.849842529296875000e+02;3.854076232910156250e+02;3.875628356933593750e+02;3.876534729003906250e+02;3.847475280761718750e+02;3.863818969726562500e+02;3.876138916015625000e+02;3.845117797851562500e+02;3.874698486328125000e+02;3.866836242675781250e+02;3.855122070312500000e+02;3.876956176757812500e+02;3.876068420410156250e+02;3.848148193359375000e+02;3.874959716796875000e+02;3.849745178222656250e+02;3.876987609863281250e+02;3.850677795410156250e+02;3.875701904296875000e+02;3.854783630371093750e+02;3.874638061523437500e+02;3.864836425781250000e+02;3.852152404785156250e+02;3.876661682128906250e+02;3.844381713867187500e+02;3.870870666503906250e+02;3.876966552734375000e+02;3.856318054199218750e+02;3.875513305664062500e+02;3.848719177246093750e+02;3.876856689453125000e+02;3.849530334472656250e+02;3.874738464355468750e+02;3.876937866210937500e+02;3.845505981445312500e+02;3.866884765625000000e+02;3.873103942871093750e+02;3.851634216308593750e+02;3.873318786621093750e+02;3.859954833984375000e+02;3.874645996093750000e+02;3.845653381347656250e+02;3.876126403808593750e+02;3.850442504882812500e+02;3.876991577148437500e+02;3.861607360839843750e+02;3.876682739257812500e+02;3.847213134765625000e+02;3.875113525390625000e+02;3.857027282714843750e+02;3.875847778320312500e+02;3.850552978515625000e+02;3.876956787109375000e+02;3.845597839355468750e+02
3.866266784667968750e+02;3.850998229980468750e+02;3.876731567382812500e+02;3.874255981445312500e+02;3.846840515136718750e+02;3.876693725585937500e+02;3.853451538085937500e+02;3.875705261230468750e+02;3.856876220703125000e+02;3.866557312011718750e+02;3.875716857910156250e+02;3.848758239746093750e+02;3.876250305175781250e+02;3.846359863281250000e+02;3.874945068359375000e+02;3.869340209960937500e+02;3.850525512695312500e+02;3.876521911621093750e+02;3.844516906738281250e+02;3.874595947265625000e+02;3.876923522949218750e+02;3.855628051757812500e+02;3.871978149414062500e+02;3.847690124511718750e+02;3.876803283691406250e+02;3.858852539062500000e+02;3.860942687988281250e+02;3.875288391113281250e+02;3.848581237792968750e+02;3.876927185058593750e+02;3.874504089355468750e+02;3.849364013671875000e+02;3.875487365722656250e+02;3.850530090332031250e+02;3.872570800781250000e+02;3.856777343750000000e+02;3.875942077636718750e+02;3.844570922851562500e+02;3.872302856445312500e+02;3.876847534179687500e+02;3.850283813476562500e+02;3.876719665527343750e+02;3.846383666992187500e+02;3.874749755859375000e+02;3.861881408691406250e+02;3.876926269531250000e+02;3.849774475097656250e+02;3.854007873535156250e+02;3.875560302734375000e+02;3.876466369628906250e+02;3.847406921386718750e+02;3.863750915527343750e+02;3.876070861816406250e+02;3.845049438476562500e+02;3.874630432128906250e+02;3.866767883300781250e+02;3.855054016113281250e+02;3.876887817382812500e+02;3.876000366210937500e+02;3.848079833984375000e+02;3.874891662597656250e+02;3.849676818847656250e+02;3.876919250488281250e+02;3.850609741210937500e+02;3.875633850097656250e+02;3.854715270996093750e+02;3.874570007324218750e+02;3.864768066406250000e+02;3.852084350585937500e+02;3.876593627929687500e+02;3.844313049316406250e+02;3.870802612304687500e+02;3.876898498535156250e+02;3.856250000000000000e+02;3.875444946289062500e+02;3.848650817871093750e+02;3.876788330078125000e+02;3.849461975097656250e+02;3.874670104980468750e+02;3.876869812011718750e+02;3.845437316894531250e+02;3.866816406250000000e+02;3.873035888671875000e+02;3.851566162109375000e+02;3.873250427246093750e+02;3.859886474609375000e+02;3.874577636718750000e+02;3.845585021972656250e+02;3.876058044433593750e+02;3.850374145507812500e+02;3.876923217773437500e+02;3.861539306640625000e+02;3.876614379882812500e+02;3.847144775390625000e+02;3.875045166015625000e+02;3.856958618164062500e+02;3.875779418945312500e+02;3.850484619140625000e+02;3.876888427734375000e+02;3.845529479980468750e+02
3.866300964355468750e+02;3.851032409667968750e+02;3.876765747070312500e+02;3.874290161132812500e+02;3.846874694824218750e+02;3.876727905273437500e+02;3.853485412597656250e+02;3.875739440917968750e+02;3.856910400390625000e+02;3.866591186523437500e+02;3.875751037597656250e+02;3.848792419433593750e+02;3.876284484863281250e+02;3.846394042968750000e+02;3.874978942871093750e+02;3.869374389648437500e+02;3.850559387207031250e+02;3.876556396484375000e+02;3.844551086425781250e+02;3.874629821777343750e+02;3.876957702636718750e+02;3.855662231445312500e+02;3.872012329101562500e+02;3.847723999023437500e+02;3.876837768554687500e+02;3.858886718750000000e+02;3.860976867675781250e+02;3.875322570800781250e+02;3.848615417480468750e+02;3.876961364746093750e+02;3.874537963867187500e+02;3.849398193359375000e+02;3.875521850585937500e+02;3.850564270019531250e+02;3.872604980468750000e+02;3.856811523437500000e+02;3.875976257324218750e+02;3.844605102539062500e+02;3.872337036132812500e+02;3.876882019042968750e+02;3.850317993164062500e+02;3.876754150390625000e+02;3.846417846679687500e+02;3.874783935546875000e+02;3.861915283203125000e+02;3.876960754394531250e+02;3.849808349609375000e+02;3.854042053222656250e+02;3.875594177246093750e+02;3.876500854492187500e+02;3.847441101074218750e+02;3.863784790039062500e+02;3.876105041503906250e+02;3.845083312988281250e+02;3.874664306640625000e+02;3.866802062988281250e+02;3.855087890625000000e+02;3.876921997070312500e+02;3.876034545898437500e+02;3.848113708496093750e+02;3.874925537109375000e+02;3.849710693359375000e+02;3.876953735351562500e+02;3.850643615722656250e+02;3.875667724609375000e+02;3.854749450683593750e+02;3.874603881835937500e+02;3.864802246093750000e+02;3.852118225097656250e+02;3.876627807617187500e+02;3.844347229003906250e+02;3.870836486816406250e+02;3.876932678222656250e+02;3.856283874511718750e+02;3.875479125976562500e+02;3.848684997558593750e+02;3.876822509765625000e+02;3.849496154785156250e+02;3.874704284667968750e+02;3.876903991699218750e+02;3.845471496582031250e+02;3.866850585937500000e+02;3.873070068359375000e+02;3.851600036621093750e+02;3.873284606933593750e+02;3.859920654296875000e+02;3.874611816406250000e+02;3.845618896484375000e+02;3.876092224121093750e+02;3.850408325195312500e+02;3.876957702636718750e+02;3.861573181152343750e+02;3.876648559570312500e+02;3.847178955078125000e+02;3.875079345703125000e+02;3.856992797851562500e+02;3.875813598632812500e+02;3.850518493652343750e+02;3.876922912597656250e+02;3.845563659667968750e+02
3.866309814453125000e+02;3.851041259765625000e+02;3.876774597167968750e+02;3.874299011230468750e+02;3.846883544921875000e+02;3.876737060546875000e+02;3.853494262695312500e+02;3.875748291015625000e+02;3.856919250488281250e+02;3.866600036621093750e+02;3.875759887695312500e+02;3.848801269531250000e+02;3.876293334960937500e+02;3.846402893066406250e+02;3.874987792968750000e+02;3.869383239746093750e+02;3.850568237304687500e+02;3.876565246582031250e+02;3.844559936523437500e+02;3.874638671875000000e+02;3.876966857910156250e+02;3.855671081542968750e+02;3.872021179199218750e+02;3.847732849121093750e+02;3.876846618652343750e+02;3.858895568847656250e+02;3.860985717773437500e+02;3.875331420898437500e+02;3.848624267578125000e+02;3.876970214843750000e+02;3.874547119140625000e+02;3.849407043457031250e+02;3.875530700683593750e+02;3.850573120117187500e+02;3.872613830566406250e+02;3.856820373535156250e+02;3.875985107421875000e+02;3.844613952636718750e+02;3.872345886230468750e+02;3.876890869140625000e+02;3.850326843261718750e+02;3.876763000488281250e+02;3.846426696777343750e+02;3.874792785644531250e+02;3.861924438476562500e+02;3.876969604492187500e+02;3.849817199707031250e+02;3.854050903320312500e+02;3.875603027343750000e+02;3.876509704589843750e+02;3.847449951171875000e+02;3.863793640136718750e+02;3.876113891601562500e+02;3.845092163085937500e+02;3.874673156738281250e+02;3.866810913085937500e+02;3.855096740722656250e+02;3.876931152343750000e+02;3.876043395996093750e+02;3.848122558593750000e+02;3.874934387207031250e+02;3.849719848632812500e+02;3.876962585449218750e+02;3.850652465820312500e+02;3.875676879882812500e+02;3.854758300781250000e+02;3.874612731933593750e+02;3.864811096191406250e+02;3.852127075195312500e+02;3.876636657714843750e+02;3.844356079101562500e+02;3.870845336914062500e+02;3.876941528320312500e+02;3.856292724609375000e+02;3.875487976074218750e+02;3.848693847656250000e+02;3.876831359863281250e+02;3.849505004882812500e+02;3.874713134765625000e+02;3.876912841796875000e+02;3.845480346679687500e+02;3.866859436035156250e+02;3.873078918457031250e+02;3.851608886718750000e+02;3.873293457031250000e+02;3.859929504394531250e+02;3.874620666503906250e+02;3.845628051757812500e+02;3.876101074218750000e+02;3.850417175292968750e+02;3.876966552734375000e+02;3.861582031250000000e+02;3.876657714843750000e+02;3.847187805175781250e+02;3.875088195800781250e+02;3.857001953125000000e+02;3.875822448730468750e+02;3.850527648925781250e+02;3.876931762695312500e+02;3.845572509765625000e+02
3.866383666992187500e+02;3.851115417480468750e+02;3.876848754882812500e+02;3.874372863769531250e+02;3.846957702636718750e+02;3.876810607910156250e+02;3.853568420410156250e+02;3.875822143554687500e+02;3.856993408203125000e+02;3.866674194335937500e+02;3.875833740234375000e+02;3.848875427246093750e+02;3.876367187500000000e+02;3.846477050781250000e+02;3.875061950683593750e+02;3.869457092285156250e+02;3.850642395019531250e+02;3.876639099121093750e+02;3.844634094238281250e+02;3.874712829589843750e+02;3.877040405273437500e+02;3.855744934082031250e+02;3.872095031738281250e+02;3.847807006835937500e+02;3.876920471191406250e+02;3.858969421386718750e+02;3.861059570312500000e+02;3.875405578613281250e+02;3.848698425292968750e+02;3.877044067382812500e+02;3.874620971679687500e+02;3.849481201171875000e+02;3.875604553222656250e+02;3.850647277832031250e+02;3.872687683105468750e+02;3.856894226074218750e+02;3.876058959960937500e+02;3.844688110351562500e+02;3.872419738769531250e+02;3.876964721679687500e+02;3.850401000976562500e+02;3.876836853027343750e+02;3.846500854492187500e+02;3.874866638183593750e+02;3.861998291015625000e+02;3.877043457031250000e+02;3.849891357421875000e+02;3.854125061035156250e+02;3.875677185058593750e+02;3.876583557128906250e+02;3.847524108886718750e+02;3.863867797851562500e+02;3.876187744140625000e+02;3.845166625976562500e+02;3.874747314453125000e+02;3.866884765625000000e+02;3.855170898437500000e+02;3.877005004882812500e+02;3.876117248535156250e+02;3.848196716308593750e+02;3.875008544921875000e+02;3.849794006347656250e+02;3.877036132812500000e+02;3.850726623535156250e+02;3.875750732421875000e+02;3.854832458496093750e+02;3.874686889648437500e+02;3.864884948730468750e+02;3.852201232910156250e+02;3.876710510253906250e+02;3.844430236816406250e+02;3.870919494628906250e+02;3.877015380859375000e+02;3.856366882324218750e+02;3.875562133789062500e+02;3.848768005371093750e+02;3.876905212402343750e+02;3.849579162597656250e+02;3.874787292480468750e+02;3.876986694335937500e+02;3.845554504394531250e+02;3.866933593750000000e+02;3.873152770996093750e+02;3.851683044433593750e+02;3.873367309570312500e+02;3.860003356933593750e+02;3.874694824218750000e+02;3.845702209472656250e+02;3.876175231933593750e+02;3.850491333007812500e+02;3.877040405273437500e+02;3.861656188964843750e+02;3.876731567382812500e+02;3.847261962890625000e+02;3.875162353515625000e+02;3.857075805664062500e+02;3.875896606445312500e+02;3.850601501464843750e+02;3.877005615234375000e+02;3.845646667480468750e+02
3.866293029785156250e+02;3.851024780273437500e+02;3.876757812500000000e+02;3.874282531738281250e+02;3.846867370605468750e+02;3.876719970703125000e+02;3.853478088378906250e+02;3.875731506347656250e+02;3.856902770996093750e+02;3.866583557128906250e+02;3.875742797851562500e+02;3.848785095214843750e+02;3.876276550292968750e+02;3.846386413574218750e+02;3.874971313476562500e+02;3.869366455078125000e+02;3.850552062988281250e+02;3.876548156738281250e+02;3.844543762207031250e+02;3.874622192382812500e+02;3.876949768066406250e+02;3.855654602050781250e+02;3.872004394531250000e+02;3.847716674804687500e+02;3.876829528808593750e+02;3.858879089355468750e+02;3.860968933105468750e+02;3.875314941406250000e+02;3.848608093261718750e+02;3.876953430175781250e+02;3.874530334472656250e+02;3.849390869140625000e+02;3.875513916015625000e+02;3.850556640625000000e+02;3.872597045898437500e+02;3.856803894042968750e+02;3.875968322753906250e+02;3.844597778320312500e+02;3.872329101562500000e+02;3.876873779296875000e+02;3.850310668945312500e+02;3.876745910644531250e+02;3.846410522460937500e+02;3.874776000976562500e+02;3.861907653808593750e+02;3.876952514648437500e+02;3.849801025390625000e+02;3.854034423828125000e+02;3.875586547851562500e+02;3.876492614746093750e+02;3.847433776855468750e+02;3.863777160644531250e+02;3.876097106933593750e+02;3.845075988769531250e+02;3.874656677246093750e+02;3.866794128417968750e+02;3.855080261230468750e+02;3.876914062500000000e+02;3.876026611328125000e+02;3.848106384277343750e+02;3.874917907714843750e+02;3.849703369140625000e+02;3.876945495605468750e+02;3.850636291503906250e+02;3.875660095214843750e+02;3.854741821289062500e+02;3.874596252441406250e+02;3.864794311523437500e+02;3.852110900878906250e+02;3.876619873046875000e+02;3.844339904785156250e+02;3.870828857421875000e+02;3.876924438476562500e+02;3.856276550292968750e+02;3.875471191406250000e+02;3.848677673339843750e+02;3.876814575195312500e+02;3.849488830566406250e+02;3.874696655273437500e+02;3.876896057128906250e+02;3.845464172363281250e+02;3.866842956542968750e+02;3.873062133789062500e+02;3.851592712402343750e+02;3.873276672363281250e+02;3.859913024902343750e+02;3.874604187011718750e+02;3.845611572265625000e+02;3.876084289550781250e+02;3.850401000976562500e+02;3.876949462890625000e+02;3.861565551757812500e+02;3.876640625000000000e+02;3.847171630859375000e+02;3.875071716308593750e+02;3.856985168457031250e+02;3.875805969238281250e+02;3.850511169433593750e+02;3.876914672851562500e+02;3.845556335449218750e+02
3.866298828125000000e+02;3.851030578613281250e+02;3.876763610839843750e+02;3.874288024902343750e+02;3.846873168945312500e+02;3.876725769042968750e+02;3.853483886718750000e+02;3.875737304687500000e+02;3.856908569335937500e+02;3.866589355468750000e+02;3.875748596191406250e+02;3.848790893554687500e+02;3.876282348632812500e+02;3.846392211914062500e+02;3.874976806640625000e+02;3.869372253417968750e+02;3.850557861328125000e+02;3.876553955078125000e+02;3.844549560546875000e+02;3.874627685546875000e+02;3.876955566406250000e+02;3.855660400390625000e+02;3.872010192871093750e+02;3.847722473144531250e+02;3.876835327148437500e+02;3.858884887695312500e+02;3.860974731445312500e+02;3.875320434570312500e+02;3.848613891601562500e+02;3.876959228515625000e+02;3.874536132812500000e+02;3.849396667480468750e+02;3.875519409179687500e+02;3.850562438964843750e+02;3.872602844238281250e+02;3.856809692382812500e+02;3.875974121093750000e+02;3.844603576660156250e+02;3.872334899902343750e+02;3.876879577636718750e+02;3.850316467285156250e+02;3.876751708984375000e+02;3.846416320800781250e+02;3.874781799316406250e+02;3.861913452148437500e+02;3.876958312988281250e+02;3.849806823730468750e+02;3.854040222167968750e+02;3.875592041015625000e+02;3.876498413085937500e+02;3.847439575195312500e+02;3.863782958984375000e+02;3.876102905273437500e+02;3.845081787109375000e+02;3.874662170410156250e+02;3.866799926757812500e+02;3.855086059570312500e+02;3.876919860839843750e+02;3.876032409667968750e+02;3.848112182617187500e+02;3.874923400878906250e+02;3.849709167480468750e+02;3.876951293945312500e+02;3.850642089843750000e+02;3.875665588378906250e+02;3.854747619628906250e+02;3.874601745605468750e+02;3.864800109863281250e+02;3.852116699218750000e+02;3.876625671386718750e+02;3.844345703125000000e+02;3.870834655761718750e+02;3.876930236816406250e+02;3.856282348632812500e+02;3.875476989746093750e+02;3.848683166503906250e+02;3.876820373535156250e+02;3.849494628906250000e+02;3.874702148437500000e+02;3.876901855468750000e+02;3.845469970703125000e+02;3.866848754882812500e+02;3.873067932128906250e+02;3.851598510742187500e+02;3.873282470703125000e+02;3.859918823242187500e+02;3.874609680175781250e+02;3.845617370605468750e+02;3.876090087890625000e+02;3.850406799316406250e+02;3.876955261230468750e+02;3.861571350097656250e+02;3.876646423339843750e+02;3.847177429199218750e+02;3.875077209472656250e+02;3.856990966796875000e+02;3.875811462402343750e+02;3.850516967773437500e+02;3.876920471191406250e+02;3.845562133789062500e+02
